"Time (s)"	"X (m/s^2)"	"Y (m/s^2)"	"Z (m/s^2)"
2.162325338E1	9.498797150E0	2.134411469E0	1.035845947E-1
2.163317537E1	9.272617493E0	1.074765015E0	1.317260742E-2
2.164309737E1	9.320667572E0	1.239123230E0	1.911524963E-1
2.165301937E1	9.457483063E0	2.395318909E0	1.438508606E-1
2.166294237E1	9.645791473E0	2.757864990E0	7.888595581E-2
2.167286437E1	9.664652252E0	2.676733704E0	2.207908630E-1
2.168278637E1	9.730515289E0	2.421364746E0	3.076103210E-1
2.169270837E1	9.729467468E0	2.165546722E0	2.933898926E-1
2.170263037E1	9.733509064E0	2.070344696E0	2.290237427E-1
2.171255237E1	9.671987000E0	2.127675476E0	1.710942078E-1
2.172247537E1	9.619146881E0	2.179018707E0	8.577163696E-2
2.173239737E1	9.547445984E0	2.224374390E0	4.700225830E-2
2.174231937E1	9.474996643E0	2.163451080E0	4.445755005E-2
2.175224137E1	9.394164734E0	2.099983063E0	3.412902832E-2
2.176216338E1	9.373208313E0	2.073338470E0	5.089416504E-2
2.177208538E1	9.366322632E0	2.044149170E0	5.942642212E-2
2.178200837E1	9.423653412E0	2.035616913E0	1.170565796E-1
2.179193038E1	9.487420807E0	2.073188782E0	1.459465027E-1
2.180185238E1	9.491462402E0	2.091600494E0	1.707948303E-1
2.181177438E1	9.485325165E0	2.031575317E0	1.552272034E-1
2.182169638E1	9.442813568E0	2.015558624E0	8.502319336E-2
2.183161938E1	9.416917419E0	2.010918274E0	2.275268555E-2
2.184154138E1	9.492360535E0	2.054028625E0	-1.751358032E-2
2.185146338E1	9.589658203E0	2.063009949E0	1.751358032E-2
2.186138537E1	9.639354858E0	2.009122009E0	3.622467041E-2
2.187130737E1	9.669741669E0	1.965412903E0	5.688171387E-2
2.188122937E1	9.697284393E0	1.940115509E0	7.753875732E-2
2.189115237E1	9.781259766E0	1.896556091E0	7.619155884E-2
2.190107437E1	9.848619690E0	1.906435547E0	1.175056458E-1
2.191099637E1	9.862091675E0	1.902693329E0	3.143463135E-2
2.192091837E1	9.813592529E0	1.910177765E0	-9.490264893E-2
2.193084037E1	9.762698364E0	1.944456482E0	-1.493893433E-1
2.194076337E1	9.776320038E0	1.883533173E0	-1.160087585E-1
2.195068537E1	9.733059998E0	1.752854919E0	-7.619155884E-2
2.196060737E1	9.645192719E0	1.698368225E0	-7.604187012E-2
2.197052937E1	9.585915985E0	1.737886047E0	-3.053649902E-2
2.198045137E1	9.543404388E0	1.844614105E0	-3.772155762E-2
2.199037337E1	9.538764038E0	1.905238037E0	-7.514373779E-2
2.200029637E1	9.536668396E0	1.894460449E0	-6.945556641E-2
2.201021837E1	9.517657928E0	1.905986481E0	-1.225950623E-1
2.202014037E1	9.540410614E0	1.889371033E0	-1.372645569E-1
2.203006246E1	9.639953613E0	1.868713989E0	-1.155596924E-1
2.203998446E1	9.803413696E0	1.895358582E0	-5.598358154E-2
2.204990646E1	9.923763428E0	1.991608429E0	2.395019531E-3
2.205982946E1	9.988279266E0	2.056124268E0	-5.987548828E-4
2.206975146E1	1.003588028E1	2.124532013E0	5.089416504E-3
2.207967346E1	9.981393585E0	2.164498901E0	7.529342651E-2
2.208959546E1	9.827663269E0	2.199825439E0	1.345701599E-1
2.209951746E1	9.678273926E0	2.184257813E0	2.267784119E-1
2.210944046E1	9.542206879E0	2.001487885E0	3.664379883E-1
2.211936246E1	9.514813843E0	1.824406128E0	5.204676819E-1
2.212928446E1	9.572593689E0	1.724414063E0	7.249424744E-1
2.213920646E1	9.665550385E0	1.675016785E0	8.448431396E-1
2.214912846E1	9.712103577E0	1.739832001E0	9.488768005E-1
2.215905046E1	9.767338715E0	1.829944611E0	1.000220032E0
2.216897346E1	9.820478210E0	1.853146362E0	1.089284821E0
2.217889546E1	9.762398987E0	1.871857452E0	1.193019104E0
2.218881746E1	9.692494354E0	1.862277374E0	1.321601715E0
2.219873946E1	9.683962097E0	1.857337646E0	1.567540283E0
2.220866146E1	9.741292877E0	1.917362823E0	1.832189941E0
2.221858446E1	9.746232605E0	1.980381775E0	2.038910065E0
2.222850646E1	9.648186493E0	2.020348663E0	2.165846100E0
2.223842846E1	9.486672363E0	2.072889404E0	2.168690186E0
2.224835046E1	9.317524109E0	2.136507111E0	2.170935516E0
2.225827246E1	9.287885742E0	2.212099915E0	2.358495483E0
2.226819446E1	9.261241150E0	2.164498901E0	2.559976501E0
2.227811746E1	9.169032898E0	2.269730072E0	2.528092804E0
2.228803946E1	8.971443787E0	2.335593109E0	2.586022339E0
2.229796146E1	8.843160553E0	2.289189606E0	2.678679657E0
2.230788346E1	8.800199890E0	2.349514160E0	2.808759155E0
2.231780546E1	8.714877319E0	2.530787201E0	3.088976440E0
2.232772746E1	8.758287048E0	2.679278412E0	3.407813416E0
2.233765046E1	8.665330353E0	2.850222931E0	3.632196808E0
2.234757246E1	8.434809723E0	2.996319122E0	3.740272064E0
2.235749446E1	8.180338898E0	2.979853363E0	3.949237518E0
2.236741646E1	8.019872589E0	2.909349976E0	4.227808228E0
2.237733846E1	7.879165192E0	2.834505615E0	4.397255859E0
2.238726146E1	7.595654755E0	2.683020630E0	4.588857422E0
2.239718346E1	7.712561646E0	2.594853973E0	4.819827118E0
2.240710546E1	7.839347992E0	2.772833862E0	5.101391602E0
2.241702746E1	7.514224091E0	3.077450409E0	5.368436279E0
2.242694946E1	7.179969177E0	3.347189484E0	5.581143951E0
2.243687146E1	7.079677734E0	3.497776337E0	5.712870026E0
2.244679446E1	7.317533112E0	3.620371399E0	5.723647614E0
2.245671646E1	6.580765228E0	3.398981781E0	5.904920654E0
2.246663846E1	6.531068573E0	3.252586212E0	5.891748047E0
2.247656046E1	6.542145538E0	3.339106293E0	5.835016022E0
2.248648246E1	6.311475220E0	3.337010651E0	6.193670197E0
2.249640546E1	6.119424591E0	3.319646759E0	6.699318695E0
2.250632746E1	6.086942139E0	3.466940460E0	6.918313293E0
2.251624946E1	5.903872833E0	3.613785095E0	7.030729523E0
2.252617146E1	5.738167419E0	3.738026733E0	7.114704895E0
2.253609346E1	5.315147095E0	3.714675293E0	7.209607544E0
2.254601546E1	5.225034485E0	3.654500427E0	7.378606110E0
2.255593846E1	4.998854828E0	3.612138519E0	7.425009613E0
2.256586046E1	4.800217896E0	3.547173615E0	7.470964050E0
2.257578246E1	4.643793182E0	3.550167389E0	7.568411407E0
2.258570446E1	4.524491272E0	3.585493927E0	7.806117096E0
2.259562646E1	4.442461853E0	3.631747742E0	7.964936829E0
2.260554846E1	4.293970642E0	3.705544281E0	7.958350525E0
2.261547146E1	4.199217682E0	3.901037750E0	7.912396088E0
2.262539346E1	4.020489349E0	4.009562073E0	7.965685272E0
2.263531546E1	3.770509186E0	4.042343903E0	8.026608582E0
2.264523746E1	3.576512604E0	4.010460205E0	8.158035278E0
2.265515946E1	3.455414429E0	3.859573975E0	8.403973846E0
2.266508246E1	3.348686371E0	3.763623505E0	8.557255096E0
2.267500446E1	3.156486053E0	3.749103699E0	8.562344513E0
2.268492646E1	2.889141998E0	3.698209534E0	8.495433655E0
2.269484846E1	2.648442535E0	3.562292175E0	8.383316803E0
2.270477046E1	2.526446228E0	3.512894897E0	8.340206451E0
2.271469246E1	2.333796844E0	3.590283966E0	8.402177582E0
2.272461546E1	2.239043884E0	3.649111633E0	8.494834900E0
2.273453746E1	2.235750732E0	3.658542023E0	8.646319885E0
2.274445946E1	2.315684509E0	3.612587585E0	8.839568024E0
2.275438146E1	2.345771942E0	3.447331238E0	8.922645264E0
2.276430346E1	2.266736298E0	3.268602905E0	9.072034607E0
2.277422646E1	2.208058319E0	3.254382477E0	9.218280487E0
2.278414846E1	2.038610687E0	3.412603455E0	9.306297455E0
2.279407046E1	1.830992432E0	3.507206726E0	9.333540802E0
2.280399246E1	1.860331421E0	3.540437622E0	9.341773682E0
2.281391446E1	1.967059479E0	3.508404236E0	9.171278229E0
2.282383646E1	1.774859161E0	3.382216644E0	9.143885193E0
2.283375946E1	1.507964172E0	3.260669403E0	9.567204895E0
2.284368146E1	1.363813934E0	3.140918427E0	1.002315674E1
2.285360346E1	1.305734711E0	2.922372894E0	1.004471191E1
2.286352546E1	1.131497040E0	2.872975616E0	9.852810974E0
2.287344746E1	1.182989960E0	2.845582581E0	9.671687622E0
2.288336946E1	1.235381012E0	2.828518066E0	9.546248474E0
2.289329246E1	1.265468445E0	2.922971649E0	9.473050690E0
2.290321446E1	1.171912994E0	3.055446167E0	9.561516724E0
2.291313646E1	1.031954041E0	3.144361267E0	9.690997467E0
2.292305846E1	1.110091553E0	3.172652435E0	9.506281586E0
2.293298046E1	9.910890198E-1	3.043471069E0	9.201964417E0
2.294290346E1	6.438111877E-1	2.878663788E0	9.215286713E0
2.295282546E1	6.024971008E-1	2.814297638E0	9.755513306E0
2.296274746E1	7.581733704E-1	2.806064758E0	1.000938538E1
2.297266946E1	8.428971863E-1	2.753374329E0	9.961934052E0
2.298259146E1	1.049766998E0	2.595752106E0	9.784103851E0
2.299251346E1	1.221909027E0	2.500400391E0	9.434880066E0
2.300243646E1	1.249900818E0	2.502046967E0	9.258247375E0
2.301235846E1	1.072519684E0	2.586471405E0	9.377100220E0
2.302228046E1	8.141569519E-1	2.693498840E0	9.551637268E0
2.303220258E1	7.656578064E-1	2.788251801E0	9.505832520E0
2.304212458E1	7.890092468E-1	2.782264252E0	9.325008545E0
2.305204658E1	7.749385071E-1	2.760858765E0	9.277108154E0
2.306196958E1	8.680448914E-1	2.834804993E0	9.298214264E0
2.307189158E1	8.517288208E-1	2.871628418E0	9.269024963E0
2.308181358E1	7.212002563E-1	2.823728027E0	9.342821503E0
2.309173558E1	5.617817688E-1	2.725681915E0	9.513316956E0
2.310165758E1	4.493655396E-1	2.592758331E0	9.653724976E0
2.311158058E1	4.595443726E-1	2.473306732E0	9.674831085E0
2.312150258E1	5.421725464E-1	2.434237976E0	9.716145172E0
2.313142458E1	6.569837952E-1	2.524799652E0	9.774823151E0
2.314134658E1	6.622229004E-1	2.659818878E0	9.722881165E0
2.315126858E1	6.258485413E-1	2.747835846E0	9.542506256E0
2.316119058E1	5.158273315E-1	2.748284912E0	9.466763763E0
2.317111358E1	4.363426208E-1	2.664758606E0	9.495503998E0
2.318103558E1	3.068618774E-1	2.500550079E0	9.675878906E0
2.319095758E1	1.919009399E-1	2.342927856E0	9.879305878E0
2.320087958E1	2.978805542E-1	2.392624512E0	9.895023193E0
2.321080158E1	3.362008667E-1	2.470462646E0	9.736652527E0
2.322072458E1	2.345622253E-1	2.622546387E0	9.428593140E0
2.323064658E1	2.697390747E-1	2.799179077E0	9.254355469E0
2.324056858E1	2.529739380E-1	2.799029388E0	9.343569946E0
2.325049058E1	2.438429260E-1	2.756368103E0	9.441616058E0
2.326041258E1	2.618055725E-1	2.694396973E0	9.513766022E0
2.327033458E1	2.197430420E-1	2.601140900E0	9.520801392E0
2.328025758E1	2.154020691E-1	2.570754089E0	9.456584930E0
2.329017958E1	2.469863892E-1	2.597847748E0	9.382938080E0
2.330010158E1	1.766326904E-1	2.530188446E0	9.410929871E0
2.331002358E1	1.532812500E-1	2.514321442E0	9.474098511E0
2.331994558E1	1.983375549E-1	2.580932922E0	9.474547577E0
2.332986758E1	2.049238586E-1	2.679128723E0	9.458081818E0
2.333979058E1	2.399510193E-1	2.725681915E0	9.553583221E0
2.334971258E1	2.287243652E-1	2.712808685E0	9.683513031E0
2.335963458E1	1.417552185E-1	2.668949890E0	9.640552368E0
2.336955658E1	4.146377563E-2	2.655477905E0	9.555529175E0
2.337947858E1	1.549278259E-1	2.594853973E0	9.488318939E0
2.338940158E1	1.743873596E-1	2.528092804E0	9.429491272E0
2.339932358E1	1.441502380E-1	2.514171753E0	9.409732361E0
2.340924558E1	1.463955688E-1	2.487227783E0	9.374854889E0
2.341916758E1	1.496887207E-1	2.515219574E0	9.417216797E0
2.342908958E1	1.240919495E-1	2.593357086E0	9.524244232E0
2.343901158E1	1.255888367E-1	2.674338684E0	9.613907776E0
2.344893458E1	1.059796143E-1	2.705773315E0	9.683363342E0
2.345885658E1	9.295669556E-2	2.721191254E0	9.697284393E0
2.346877858E1	7.873626709E-2	2.711311798E0	9.640552368E0
2.347870058E1	2.484832764E-2	2.657423859E0	9.605824585E0
2.348862258E1	-3.891906738E-3	2.564018097E0	9.604178009E0
2.349854558E1	2.260299683E-2	2.507286072E0	9.582024078E0
2.350846758E1	-4.071533203E-2	2.409838715E0	9.576934662E0
2.351838958E1	-1.317260742E-2	2.377655640E0	9.497599640E0
2.352831158E1	8.532257080E-3	2.481838989E0	9.549541626E0
2.353823358E1	-5.807922363E-2	2.564616852E0	9.647438049E0
2.354815558E1	-5.703140259E-2	2.597847748E0	9.653874664E0
2.355807858E1	-3.143463135E-3	2.602338409E0	9.594897308E0
2.356800058E1	-2.739303589E-2	2.562820587E0	9.563762054E0
2.357792258E1	-1.032852173E-2	2.527044983E0	9.576784973E0
2.358784458E1	-3.847000122E-2	2.489323425E0	9.578281860E0
2.359776658E1	-3.981719971E-2	2.494263153E0	9.576036530E0
2.360768858E1	-5.508544922E-2	2.526895294E0	9.580976257E0
2.361761158E1	-5.673202515E-2	2.515818329E0	9.577234039E0
2.362753358E1	-4.415817261E-2	2.554438019E0	9.596394196E0
2.363745558E1	-5.029541016E-2	2.571801910E0	9.608069916E0
2.364737758E1	-7.783813477E-3	2.545905762E0	9.594298553E0
2.365729958E1	-1.437011719E-2	2.468367004E0	9.629625092E0
2.366722258E1	3.128494263E-2	2.396666107E0	9.522747345E0
2.367714458E1	2.043251038E-1	2.383343811E0	9.004824371E0
2.368706658E1	1.818717957E-1	2.415077820E0	9.005722504E0
2.369698858E1	1.664538574E-1	2.524200897E0	9.090745697E0
2.370691058E1	8.472381592E-2	2.610870667E0	9.353898468E0
2.371683258E1	1.601669312E-2	2.649789734E0	9.649982758E0
2.372675558E1	-4.939727783E-3	2.674787750E0	9.933193817E0
2.373667758E1	-8.128097534E-2	2.646945648E0	1.015054184E1
2.374659958E1	-1.222956848E-1	2.550546112E0	1.027882507E1
2.375652158E1	-1.231938171E-1	2.428250427E0	1.027119095E1
2.376644358E1	-8.756790161E-2	2.378853149E0	1.017000137E1
2.377636658E1	-3.338058472E-2	2.362088013E0	9.988578644E0
2.378628858E1	9.714797974E-2	2.265089722E0	9.760153656E0
2.379621058E1	2.704875183E-1	2.333946533E0	9.435478821E0
