"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
3.796766625E0;5.071583410E-2;1.494646993E-2;7.890700579E-2
3.806688625E0;6.414121026E-2;-2.253052790E-2;1.250725275E-1
3.816610625E0;5.201177352E-2;-7.013698630E-3;2.990149140E-2
3.826532625E0;4.313996680E-2;-4.510067068E-3;3.557679892E-2
3.836454625E0;3.781075050E-2;1.604603883E-2;3.734265804E-2
3.846376625E0;3.485390490E-2;1.370956454E-2;5.854232311E-2
3.856298625E0;4.273376347E-2;-9.225005955E-3;5.474981904E-2
3.866219625E0;3.816776869E-2;-7.181404084E-3;8.570030093E-2
3.876141625E0;4.751882326E-2;3.497987129E-3;1.343275005E-1
3.886063625E0;5.998014887E-2;-1.971132942E-3;1.738418144E-1
3.895985625E0;4.990595818E-2;5.292424522E-3;1.737049896E-1
3.905907625E0;5.236077463E-2;-6.503748335E-3;1.512914425E-1
3.915829625E0;5.043460130E-2;-8.931256458E-3;8.069333017E-2
3.925751625E0;4.030662993E-2;-9.851425476E-3;5.723547041E-2
3.935673625E0;3.687426409E-2;-1.144840971E-2;5.216944277E-2
3.945595625E0;4.139583373E-2;-3.117625751E-3;7.269083083E-2
3.955517625E0;4.579891959E-2;-7.370049879E-4;5.981701612E-2
3.965439625E0;4.370111221E-2;-3.982355855E-3;6.893457949E-2
3.975361625E0;3.891940542E-2;2.164493054E-3;1.055896050E-1
3.985283625E0;4.902015526E-2;-1.053781550E-2;1.265302384E-1
3.995205625E0;5.246598340E-2;1.107141048E-2;1.046990740E-1
4.005127625E0;4.362353610E-2;3.135021217E-3;1.205947298E-1
4.015049625E0;4.834593932E-2;-5.546997674E-3;9.069967031E-2
4.024970625E0;4.541066447E-2;3.980820961E-3;9.506812513E-2
4.034892625E0;4.729402979E-2;-1.147216402E-2;8.432971358E-2
4.044814625E0;4.958031395E-2;2.120858207E-3;6.758328795E-2
4.054736625E0;4.414993626E-2;-9.092274159E-3;1.259478557E-1
4.064658625E0;4.159130889E-2;-4.762739874E-3;9.958802283E-2
4.074580625E0;4.432990716E-2;9.468469396E-4;7.009057403E-2
4.084502625E0;4.361556927E-2;-4.984751344E-3;8.326376617E-2
4.094424625E0;3.764027218E-2;-1.275990363E-2;9.823965490E-2
4.104346625E0;4.216015161E-2;9.475266784E-3;6.682899714E-2
4.114268625E0;6.135446839E-2;6.644446962E-3;1.904788971E-1
4.124190625E0;5.150565589E-2;1.675336920E-3;1.418756711E-1
4.134112625E0;4.520639108E-2;8.688414283E-3;2.753746212E-2
4.144034625E0;4.556757999E-2;-8.989655524E-3;1.461084706E-1
4.153956625E0;4.267165050E-2;-4.443189539E-3;5.151630878E-2
4.163878625E0;4.887877598E-2;-1.101626392E-2;1.009153408E-1
4.173800625E0;4.516953535E-2;-1.358487267E-2;7.276918352E-2
4.183722625E0;4.771889853E-2;3.500691466E-3;6.526252806E-2
